Model Name,File,Domain,Equation Count,Differential Equation Count,Algebraic Equation Count,ODE count,PDE count,State variable count,Algebraic Variable Count,Total Variable Count,Actual Variable Count
perelson_1993b,models_cellml/immunology/perelson_1993b.cellml,immunology,6,4,2,4,0,0,0,37,17
perelson_1993c,models_cellml/immunology/perelson_1993c.cellml,immunology,7,4,3,4,0,0,0,42,20
perelson_1993d,models_cellml/immunology/perelson_1993d.cellml,immunology,6,2,4,2,0,0,0,40,20
perelson_neumann_markowitz_leonard_ho_1996,models_cellml/immunology/perelson_neumann_markowitz_leonard_ho_1996.cellml,immunology,4,3,1,3,0,0,0,22,10
revilla_garcia-ramos_2003,models_cellml/immunology/revilla_garcia-ramos_2003.cellml,immunology,5,5,0,5,0,0,0,33,16
rong_2009a,models_cellml/immunology/rong_2009a.cellml,immunology,4,4,0,4,0,0,0,34,15
rong_2009b,models_cellml/immunology/rong_2009b.cellml,immunology,6,5,1,5,0,0,0,46,22
schenzle_1994,models_cellml/immunology/schenzle_1994.cellml,immunology,9,5,4,5,0,0,0,41,23
stilianakis_dietz_schenzle_1997,models_cellml/immunology/stilianakis_dietz_schenzle_1997.cellml,immunology,8,5,3,5,0,0,0,41,23
swanson_true_lin_buhler_vessella_murray_2001,models_cellml/immunology/swanson_true_lin_buhler_vessella_murray_2001.cellml,immunology,2,1,1,1,0,0,0,10,9
wein_1998,models_cellml/immunology/wein_1998.cellml,immunology,10,10,0,10,0,0,0,83,39
wodarz_2003,models_cellml/immunology/wodarz_2003.cellml,immunology,15,10,5,10,0,0,0,96,29
wodarz_hamer_2007_a,models_cellml/immunology/wodarz_hamer_2007_a.cellml,immunology,2,2,0,2,0,0,0,12,8
wodarz_hamer_2007_b,models_cellml/immunology/wodarz_hamer_2007_b.cellml,immunology,3,3,0,3,0,0,0,29,11
wodarz_hamer_2007_c,models_cellml/immunology/wodarz_hamer_2007_c.cellml,immunology,5,5,0,5,0,0,0,46,17
wodarz_hamer_2007_d,models_cellml/immunology/wodarz_hamer_2007_d.cellml,immunology,17,17,0,17,0,0,0,114,36
wodarz_jansen_2003,models_cellml/immunology/wodarz_jansen_2003.cellml,immunology,5,4,1,4,0,0,0,34,18
wodarz_nowak_1999,models_cellml/immunology/wodarz_nowak_1999.cellml,immunology,7,4,3,4,0,0,0,38,17
wodarz_sierro_klenerman_2007_a,models_cellml/immunology/wodarz_sierro_klenerman_2007_a.cellml,immunology,6,5,1,5,0,0,0,53,17
wodarz_sierro_klenerman_2007_b,models_cellml/immunology/wodarz_sierro_klenerman_2007_b.cellml,immunology,17,15,2,15,0,0,0,106,33
wodarz_sierro_klenerman_2007_c,models_cellml/immunology/wodarz_sierro_klenerman_2007_c.cellml,immunology,18,16,2,16,0,0,0,121,38
Eskandari_et_al_2005,models_cellml/ion_transport/Eskandari_et_al_2005.cellml,ion_transport,58,7,51,7,0,0,0,200,91
mackenzie_1996,models_cellml/ion_transport/mackenzie_1996.cellml,ion_transport,55,7,48,7,0,0,0,193,85
moss_kazmierczak_kirley_harris_2009,models_cellml/ion_transport/moss_kazmierczak_kirley_harris_2009.cellml,ion_transport,25,0,25,0,0,0,0,121,52
Parent_et_al_1992,models_cellml/ion_transport/Parent_et_al_1992.cellml,ion_transport,55,7,48,7,0,0,0,193,85
Weinstein_2000_AE1,models_cellml/ion_transport/Weinstein_2000_AE1.cellml,ion_transport,19,1,18,1,0,0,0,48,33
bental_2006,models_cellml/mechanical_constitutive_laws/bental_2006.cellml,mechanical_constitutive_laws,19,7,12,7,0,0,0,61,43
costa_holmes_mcculloch_2001,models_cellml/mechanical_constitutive_laws/costa_holmes_mcculloch_2001.cellml,mechanical_constitutive_laws,7,0,7,0,0,0,0,39,20
demiray_1981,models_cellml/mechanical_constitutive_laws/demiray_1981.cellml,mechanical_constitutive_laws,6,0,6,0,0,0,0,28,14
gasser_ogden_holzapfel_2006_a,models_cellml/mechanical_constitutive_laws/gasser_ogden_holzapfel_2006_a.cellml,mechanical_constitutive_laws,11,0,11,0,0,0,0,51,28
gasser_ogden_holzapfel_2006_b,models_cellml/mechanical_constitutive_laws/gasser_ogden_holzapfel_2006_b.cellml,mechanical_constitutive_laws,11,0,11,0,0,0,0,49,27
holmes_2006,models_cellml/mechanical_constitutive_laws/holmes_2006.cellml,mechanical_constitutive_laws,5,1,4,1,0,0,0,12,11
itskov_ehret_mavrilas_2006,models_cellml/mechanical_constitutive_laws/itskov_ehret_mavrilas_2006.cellml,mechanical_constitutive_laws,24,0,24,0,0,0,0,71,43
mclean_su_vandenbogert_2003,models_cellml/mechanical_constitutive_laws/mclean_su_vandenbogert_2003.cellml,mechanical_constitutive_laws,15,1,14,1,0,0,0,71,40
nagano_2001,models_cellml/mechanical_constitutive_laws/nagano_2001.cellml,mechanical_constitutive_laws,10,1,9,1,0,0,0,23,22
oomens_maenhout_vanoijen_drost_baaijens_2003,models_cellml/mechanical_constitutive_laws/oomens_maenhout_vanoijen_drost_baaijens_2003.cellml,mechanical_constitutive_laws,6,2,4,2,0,0,0,34,19
panerai_1980,models_cellml/mechanical_constitutive_laws/panerai_1980.cellml,mechanical_constitutive_laws,14,2,12,2,0,0,0,72,38
rivlin_saunders_1951,models_cellml/mechanical_constitutive_laws/rivlin_saunders_1951.cellml,mechanical_constitutive_laws,6,0,6,0,0,0,0,28,14
siebert_CC_2008,models_cellml/mechanical_constitutive_laws/siebert_CC_2008.cellml,mechanical_constitutive_laws,7,1,6,1,0,0,0,27,26
siebert_CC_SEC_2008,models_cellml/mechanical_constitutive_laws/siebert_CC_SEC_2008.cellml,mechanical_constitutive_laws,8,1,7,1,0,0,0,29,28
aon_cortassa_2002,models_cellml/metabolism/aon_cortassa_2002.cellml,metabolism,30,11,19,11,0,0,0,179,103
bakker_mensonides_teusink_vanhoek_michels_westerhoff_2000,models_cellml/metabolism/bakker_mensonides_teusink_vanhoek_michels_westerhoff_2000.cellml,metabolism,35,13,22,13,0,0,0,206,103
bakker_michels_opperdoes_westerhoff_1997,models_cellml/metabolism/bakker_michels_opperdoes_westerhoff_1997.cellml,metabolism,43,10,33,10,0,0,0,219,105
beard_2005,models_cellml/metabolism/beard_2005.cellml,metabolism,65,19,46,19,0,0,0,339,113
chassagnole_rais_quentin_fell_mazat_2001,models_cellml/metabolism/chassagnole_rais_quentin_fell_mazat_2001.cellml,metabolism,18,12,6,12,0,0,0,122,61
cloutier_2009,models_cellml/metabolism/cloutier_2009.cellml,metabolism,100,36,64,36,0,0,0,626,226
cloutier_2009_a,models_cellml/metabolism/cloutier_2009_a.cellml,metabolism,26,7,19,7,0,0,0,138,69
cloutier_2009_b,models_cellml/metabolism/cloutier_2009_b.cellml,metabolism,26,7,19,7,0,0,0,138,69
cloutier_2009_c,models_cellml/metabolism/cloutier_2009_c.cellml,metabolism,26,7,19,7,0,0,0,138,69
cloutier_2009_d,models_cellml/metabolism/cloutier_2009_d.cellml,metabolism,26,7,19,7,0,0,0,138,69
cloutier_2009_e,models_cellml/metabolism/cloutier_2009_e.cellml,metabolism,26,7,19,7,0,0,0,138,69
cloutier_2009_f,models_cellml/metabolism/cloutier_2009_f.cellml,metabolism,26,7,19,7,0,0,0,138,69
cortassa_aon_winslow_orourke_2004,models_cellml/metabolism/cortassa_aon_winslow_orourke_2004.cellml,metabolism,54,16,38,16,0,0,0,329,186
cronwright_rohwer_prior_2002,models_cellml/metabolism/cronwright_rohwer_prior_2002.cellml,metabolism,10,1,9,1,0,0,0,48,23
curien_ravanel_dumas_2003,models_cellml/metabolism/curien_ravanel_dumas_2003.cellml,metabolism,7,0,7,0,0,0,0,31,21
dash_bassingthwaighte_2004,models_cellml/metabolism/dash_bassingthwaighte_2004.cellml,metabolism,11,0,11,0,0,0,0,70,30
dijkstra_1992,models_cellml/metabolism/dijkstra_1992.cellml,metabolism,272,17,255,17,0,0,0,638,427
grange_2001,models_cellml/metabolism/grange_2001.cellml,metabolism,20,9,11,9,0,0,0,74,42
grange_2001_bens,models_cellml/metabolism/grange_2001_bens.cellml,metabolism,20,9,11,9,0,0,0,74,42
heyd_drew_2003,models_cellml/metabolism/heyd_drew_2003.cellml,metabolism,11,11,0,11,0,0,0,103,30
hoefnagel_starrenburg_martens_hugenholtz_kleerebezem_vanswam_bongers_westerhoff_snoep_2002,models_cellml/metabolism/hoefnagel_starrenburg_martens_hugenholtz_kleerebezem_vanswam_bongers_westerhoff_snoep_2002.cellml,metabolism,38,8,30,8,0,0,0,206,120
hynne_dano_sorensen_2001,models_cellml/metabolism/hynne_dano_sorensen_2001.cellml,metabolism,46,22,24,22,0,0,0,250,107
kongas_vanbeek_2001,models_cellml/metabolism/kongas_vanbeek_2001.cellml,metabolism,25,10,15,10,0,0,0,117,53
korzeniewski_zoladz_2001,models_cellml/metabolism/korzeniewski_zoladz_2001.cellml,metabolism,66,13,53,13,0,0,0,281,117
lambeth_kushmerick_2002,models_cellml/metabolism/lambeth_kushmerick_2002.cellml,metabolism,58,21,37,21,0,0,0,278,159
martinov_vitvitsky_mosharov_banerjee_ataullakhanov_2000,models_cellml/metabolism/martinov_vitvitsky_mosharov_banerjee_ataullakhanov_2000.cellml,metabolism,11,2,9,2,0,0,0,49,25
martins_mendes_coreiro_freire_2001,models_cellml/metabolism/martins_mendes_coreiro_freire_2001.cellml,metabolism,2,2,0,2,0,0,0,19,14
mijailovich_butler_fredburg_2000,models_cellml/metabolism/mijailovich_butler_fredburg_2000.cellml,metabolism,10,4,6,4,0,0,0,45,19
nazaret_2009_scaled,models_cellml/metabolism/nazaret_2009_scaled.cellml,metabolism,46,8,38,8,0,0,0,167,77
nazaret_2009,models_cellml/metabolism/nazaret_2009.cellml,metabolism,22,8,14,8,0,0,0,106,47
olsen_hauser_kummer_2003,models_cellml/metabolism/olsen_hauser_kummer_2003.cellml,metabolism,29,14,15,14,0,0,0,128,46
overgaard_baseline_2007,models_cellml/metabolism/overgaard_baseline_2007.cellml,metabolism,10,2,8,2,0,0,0,50,21
overgaard_pharmacodynamic_2007,models_cellml/metabolism/overgaard_pharmacodynamic_2007.cellml,metabolism,27,3,24,3,0,0,0,101,57
ralser_2007,models_cellml/metabolism/ralser_2007.cellml,metabolism,56,24,32,24,0,0,0,325,199
reed_nijhout_sparks_ulrich_2004,models_cellml/metabolism/reed_nijhout_sparks_ulrich_2004.cellml,metabolism,15,4,11,4,0,0,0,74,37
salem_saidel_stanley_cabrera_2002,models_cellml/metabolism/salem_saidel_stanley_cabrera_2002.cellml,metabolism,53,16,37,16,0,0,0,240,98
saucerman_mcculloch_2004,models_cellml/metabolism/saucerman_mcculloch_2004.cellml,metabolism,11,2,9,2,0,0,0,71,32
sedaghat_sherman_quon_2002,models_cellml/metabolism/sedaghat_sherman_quon_2002.cellml,metabolism,40,20,20,20,0,0,0,205,61
sedaghat_sherman_quon_2002_feedback,models_cellml/metabolism/sedaghat_sherman_quon_2002_feedback.cellml,metabolism,46,21,25,21,0,0,0,224,69
surkis_peskin_tranchina_leonard_1998,models_cellml/metabolism/surkis_peskin_tranchina_leonard_1998.cellml,metabolism,10,4,6,1,3,0,0,44,28
tolic_mosekilde_sturis_2000,models_cellml/metabolism/tolic_mosekilde_sturis_2000.cellml,metabolism,14,6,8,6,0,0,0,58,36
tran_2009,models_cellml/metabolism/tran_2009.cellml,metabolism,74,11,63,11,0,0,0,212,132
vanbeek_2007,models_cellml/metabolism/vanbeek_2007.cellml,metabolism,32,10,22,10,0,0,0,129,64
vaseghi_baumeister_rizzi_reuss_1999,models_cellml/metabolism/vaseghi_baumeister_rizzi_reuss_1999.cellml,metabolism,27,10,17,10,0,0,0,103,47
vinnakota_kemp_kushmeric_2006_exp29frA02,models_cellml/metabolism/vinnakota_kemp_kushmeric_2006_exp29frA02.cellml,metabolism,680,25,655,25,0,0,0,1027,680
vinnakota_kemp_kushmeric_2006_exp29frA40,models_cellml/metabolism/vinnakota_kemp_kushmeric_2006_exp29frA40.cellml,metabolism,680,25,655,25,0,0,0,1027,680
vinnakota_kemp_kushmeric_2006_exp45,models_cellml/metabolism/vinnakota_kemp_kushmeric_2006_exp45.cellml,metabolism,680,25,655,25,0,0,0,1027,680
vinnakota_rusk_palmer_shankland_kushmeric_2010_edl,models_cellml/metabolism/vinnakota_rusk_palmer_shankland_kushmeric_2010_edl.cellml,metabolism,545,32,513,32,0,0,0,859,547
vinnakota_rusk_palmer_shankland_kushmeric_2010_soleus,models_cellml/metabolism/vinnakota_rusk_palmer_shankland_kushmeric_2010_soleus.cellml,metabolism,545,32,513,32,0,0,0,859,547
westermark_lansner_2003,models_cellml/metabolism/westermark_lansner_2003.cellml,metabolism,15,3,12,3,0,0,0,66,38
wolf_heinrich_2000,models_cellml/metabolism/wolf_heinrich_2000.cellml,metabolism,18,7,11,7,0,0,0,74,33
wolf_passarge_somsen_snoep_heinrich_westerhoff_2000,models_cellml/metabolism/wolf_passarge_somsen_snoep_heinrich_westerhoff_2000.cellml,metabolism,22,9,13,9,0,0,0,96,42
wolf_sohn_heinrich_kuriyama_2001,models_cellml/metabolism/wolf_sohn_heinrich_kuriyama_2001.cellml,metabolism,36,13,23,13,0,0,0,149,65
wu_jeneson_beard_2006,models_cellml/metabolism/wu_jeneson_beard_2006.cellml,metabolism,83,27,56,27,0,0,0,437,134
wu_yang_vinnakota_beard_2007,models_cellml/metabolism/wu_yang_vinnakota_beard_2007.cellml,metabolism,469,60,409,60,0,0,0,1751,650
campbell_chandra_2006,models_cellml/myofilament_mechanics/campbell_chandra_2006.cellml,myofilament_mechanics,8,4,4,4,0,0,0,31,19
cheng_brown_loeb_2000,models_cellml/myofilament_mechanics/cheng_brown_loeb_2000.cellml,myofilament_mechanics,21,7,14,7,0,0,0,103,62
hai_1988,models_cellml/myofilament_mechanics/hai_1988.cellml,myofilament_mechanics,8,4,4,4,0,0,0,44,14
razumova_bukatina_campbell_2000,models_cellml/myofilament_mechanics/razumova_bukatina_campbell_2000.cellml,myofilament_mechanics,21,3,18,3,0,0,0,59,36
butera_five_cell_1999,models_cellml/neurobiology/butera_five_cell_1999.cellml,neurobiology,1,0,1,0,0,0,0,36,26
butera_ten_cell_1999,models_cellml/neurobiology/butera_ten_cell_1999.cellml,neurobiology,1,0,1,0,0,0,0,121,101
butera_single_cell_1999,models_cellml/neurobiology/butera_single_cell_1999.cellml,neurobiology,20,4,16,4,0,0,0,83,50
purvis_smith_koizumi_butera_2007,models_cellml/neurobiology/purvis_smith_koizumi_butera_2007.cellml,neurobiology,14,3,11,3,0,0,0,64,36
purvis_smith_koizumi_butera_2007_npc,models_cellml/neurobiology/purvis_smith_koizumi_butera_2007_npc.cellml,neurobiology,14,3,11,3,0,0,0,64,36
rubin_2009,models_cellml/neurobiology/rubin_2009.cellml,neurobiology,33,8,25,8,0,0,0,213,83
lockwood_ewy_hermann_holford_2006,models_cellml/PKPD/lockwood_ewy_hermann_holford_2006.cellml,PKPD,10,3,7,3,0,0,0,32,25
tham_2008,models_cellml/PKPD/tham_2008.cellml,PKPD,8,2,6,2,0,0,0,25,21
asthagiri_lauffenburger_2001,models_cellml/signal_transduction/asthagiri_lauffenburger_2001.cellml,signal_transduction,43,25,18,25,0,0,0,466,103
bagci_2006,models_cellml/signal_transduction/bagci_2006.cellml,signal_transduction,75,31,44,31,0,0,0,290,131
bagci_2008a,models_cellml/signal_transduction/bagci_2008a.cellml,signal_transduction,30,9,21,9,0,0,0,110,59
bagci_2008b,models_cellml/signal_transduction/bagci_2008b.cellml,signal_transduction,112,42,70,42,0,0,0,435,203
brightman_fell_2000,models_cellml/signal_transduction/brightman_fell_2000.cellml,signal_transduction,59,29,30,29,0,0,0,282,125
chen_popel_2006,models_cellml/signal_transduction/chen_popel_2006.cellml,signal_transduction,17,15,2,15,0,0,0,151,39
chen_popel_2007_b,models_cellml/signal_transduction/chen_popel_2007_b.cellml,signal_transduction,15,15,0,15,0,0,0,123,36
chen_popel_2007_c,models_cellml/signal_transduction/chen_popel_2007_c.cellml,signal_transduction,15,15,0,15,0,0,0,123,36
cooling_hunter_crampin_2007,models_cellml/signal_transduction/cooling_hunter_crampin_2007.cellml,signal_transduction,37,13,24,13,0,0,0,69,69
IP3Submodel_Main,models_cellml/signal_transduction/IP3Submodel_Main.cellml,signal_transduction,7,0,7,0,0,0,0,61,29
cui_kaandorp_2008,models_cellml/signal_transduction/cui_kaandorp_2008.cellml,signal_transduction,64,29,35,29,0,0,0,307,110
hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003,models_cellml/signal_transduction/hatakeyama_kimura_naka_kawasaki_yumoto_ichikawa_kim_saito_saeki_shirouzu_yokoyama_konagaya_2003.cellml,signal_transduction,33,33,0,33,0,0,0,130,114
hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005,models_cellml/signal_transduction/hornberg_binder_bruggeman_schoeberl_heinrich_westerhoff_2005.cellml,signal_transduction,251,103,148,103,0,0,0,1560,347
huang_ferrell_1996,models_cellml/signal_transduction/huang_ferrell_1996.cellml,signal_transduction,18,18,0,18,0,0,0,252,56
iancu_jones_harvey_2007,models_cellml/signal_transduction/iancu_jones_harvey_2007.cellml,signal_transduction,53,15,38,15,0,0,0,194,109
karagiannis_popel_2004,models_cellml/signal_transduction/karagiannis_popel_2004.cellml,signal_transduction,22,13,9,13,0,0,0,54,38
karagiannis_popel_2006,models_cellml/signal_transduction/karagiannis_popel_2006.cellml,signal_transduction,16,16,0,16,0,0,0,39,38
kholodenko_demin_moehren_hoek_1999,models_cellml/signal_transduction/kholodenko_demin_moehren_hoek_1999.cellml,signal_transduction,55,23,32,23,0,0,0,273,106
maly_wiley_lauffenburger_2004,models_cellml/signal_transduction/maly_wiley_lauffenburger_2004.cellml,signal_transduction,14,14,0,0,14,0,0,148,49
marwan_2003,models_cellml/signal_transduction/marwan_2003.cellml,signal_transduction,9,9,0,9,0,0,0,57,21
muller_obeyesekere_mills_ram_2008,models_cellml/signal_transduction/muller_obeyesekere_mills_ram_2008.cellml,signal_transduction,8,6,2,6,0,0,0,44,28
proctor_soti_boys_gillespie_shanley_wilkinson_kirkwood_2005,models_cellml/signal_transduction/proctor_soti_boys_gillespie_shanley_wilkinson_kirkwood_2005.cellml,signal_transduction,36,14,22,14,0,0,0,156,59
proctor_tsirigotis_gray_2007,models_cellml/signal_transduction/proctor_tsirigotis_gray_2007.cellml,signal_transduction,132,38,94,38,0,0,0,748,150
rangamani_2007,models_cellml/signal_transduction/rangamani_2007.cellml,signal_transduction,53,32,21,32,0,0,0,205,86
reidl_borowski_sensse_starke_zapotocky_eiswirth_2006,models_cellml/signal_transduction/reidl_borowski_sensse_starke_zapotocky_eiswirth_2006.cellml,signal_transduction,11,4,7,4,0,0,0,65,23
riccobene_omann_linderman_1999,models_cellml/signal_transduction/riccobene_omann_linderman_1999.cellml,signal_transduction,8,8,0,8,0,0,0,80,20
sarkar_lauffenburger_2003,models_cellml/signal_transduction/sarkar_lauffenburger_2003.cellml,signal_transduction,12,11,1,11,0,0,0,99,36
schuster_beny_meister_2003,models_cellml/signal_transduction/schuster_beny_meister_2003.cellml,signal_transduction,7,3,4,3,0,0,0,44,33
sthilaire_gronfier_zeitzer_klerman_2007,models_cellml/signal_transduction/sthilaire_gronfier_zeitzer_klerman_2007.cellml,signal_transduction,12,9,3,9,0,0,0,51,32
thomsen_neubig_1989,models_cellml/signal_transduction/thomsen_neubig_1989.cellml,signal_transduction,8,8,0,8,0,0,0,69,21
vempati_karagiannis_popel_2007,models_cellml/signal_transduction/vempati_karagiannis_popel_2007.cellml,signal_transduction,37,17,20,17,0,0,0,224,71
vilar_2006,models_cellml/signal_transduction/vilar_2006.cellml,signal_transduction,7,6,1,6,0,0,0,59,16
vilar_rnx_2006,models_cellml/signal_transduction/vilar_rnx_2006.cellml,signal_transduction,20,6,14,6,0,0,0,83,28
wanant_quon_2000_a,models_cellml/signal_transduction/wanant_quon_2000_a.cellml,signal_transduction,5,4,1,4,0,0,0,36,10
wanant_quon_2000_b,models_cellml/signal_transduction/wanant_quon_2000_b.cellml,signal_transduction,10,9,1,9,0,0,0,114,21
warashina_ogura_2004,models_cellml/signal_transduction/warashina_ogura_2004.cellml,signal_transduction,45,8,37,8,0,0,0,167,102
gilbert_heiner_rosser_fulton_gu_trybilo_2007,models_cellml/synthetic_biology/gilbert_heiner_rosser_fulton_gu_trybilo_2007.cellml,synthetic_biology,13,4,9,4,0,0,0,41,28
